Species,J #,Tag #,DBH,GPS 1 (N),GPS 2 (E),Error,Mon/Year
Strombosia scheffleri,J11302,,15.5,206565,62491,4,Jan-18
Markhamia platycalyx,J11303,,17.5,206563,62492,4,Jan-18
Uvariopsis congensis,J11304,,13,206563,62490,4,Jan-18
Diospyros abyssinica,J11305,,12.8,206564,62490,4,Jan-18
Celtis durandii,J11306,,15.7,206560,62492,4,Jan-18
Funtumia,J11307,,40.4,206561,62495,4,Jan-18
Strombosia scheffleri,J11308,,12.3,206562,62494,4,Jan-18
Markhamia platycalyx,J11309,942,47.7,206563,62495,4,Jan-18
Funtumia,J11310,,32.5,206560,62496,5,Jan-18
Cordia millenii,J11311,,34.3,206559,62498,4,Jan-18
Celtis durandii,J11312,,NA,206557,62494,4,Jan-18
Markhamia platycalyx,J11313,,47.8,206561,62487,4,Jan-18
Celtis durandii,J11314,,19.8,206559,62485,5,Jan-18
Teclea nobilis,J11315,,10,206556,62481,6,Jan-18
Aningeria altissima,J11316,,10,206548,62485,6,Jan-18
Leptonychia mildbraedii,J11317,,23.4,206546,62483,6,Jan-18
Uvariopsis congensis,J11318,,13.5,206544,62484,6,Jan-18
Myrianthus arboreus,J11319,,11,206559,62479,5,Jan-18
Teclea nobilis,J11320,,14,206558,62478,5,Jan-18
Strombosia scheffleri,J11321,,15.8,206556,62476,6,Jan-18
Celtis durandii,J11322,,37.2,206554,62476,6,Jan-18
Teclea nobilis,J11323,,27.1,206554,62481,5,Jan-18
Funtumia,J11324,,25,206552,62479,5,Jan-18
Celtis durandii,J11325,7828,40.5,206549,62467,5,Jan-18
Funtumia,J11326,,23.3,206560,62469,5,Jan-18
Celtis durandii,J11327,,22.5,206563,62469,5,Jan-18
Leptonychia mildbraedii,J11328,,10.5,206559,62471,5,Jan-18
Leptonychia mildbraedii,J11329,,10.1,206564,62470,5,Jan-18
Diospyros abyssinica,J11330,,61.2,206560,62465,5,Jan-18
Celtis durandii,J11331,,24.1,206557,62470,4,Jan-18
Funtumia,J11332,,37.6,206557,62467,5,Jan-18
Funtumia,J11333,,11,206555,62460,4,Jan-18
Celtis durandii,J11334,,38,206552,62461,4,Jan-18
Teclea nobilis,J11335,,27.5,206556,62462,6,Jan-18
Bosquiea phoberos,J11336,,11.8,206559,62466,5,Jan-18
Teclea nobilis,J11337,,17.2,206560,62460,5,Jan-18
Teclea nobilis,J11338,,11.1,206558,62460,3,Jan-18
Diospyros abyssinica,J11339,,33.5,206560,62459,3,Jan-18
Celtis durandii,J11340,,22.8,206561,62457,4,Jan-18
Funtumia,J11341,,41.5,206560,62459,4,Jan-18
Uvariopsis congensis,J11342,,10,206561,62460,5,Jan-18
Funtumia,J11343,,30,206563,62454,5,Jan-18
Beilschmiedia ugandensis,J11344,,12.4,206564,62450,5,Jan-18
Funtumia,J11345,,17.2,206545,62459,5,Jan-18
Strombosia scheffleri,J11346,,37.1,206549,62460,5,Jan-18
Bosquiea phoberos,J11347,,11.1,206545,62464,5,Jan-18
Funtumia,J11348,,36.5,206547,62462,4,Jan-18
Diospyros abyssinica,J11349,5287,29.2,206549,62524,4,Jan-18
Teclea nobilis,J11350,,13.3,206553,62456,4,Jan-18
Celtis durandii,J11351,,16,206549,62451,5,Jan-18
Teclea nobilis,J11352,,12.8,206549,62449,4,Jan-18
Funtumia,J11353,,58,206548,62453,5,Jan-18
Teclea nobilis,J11354,,14.9,206549,62455,6,Jan-18
Leptonychia mildbraedii,J11355,,11.1,206554,62457,6,Jan-18
Markhamia platycalyx,J11356,,13.4,206549,62453,6,Jan-18
Celtis africana,J11357,,27.7,206543,62447,7,Jan-18
Teclea nobilis,J11358,,10.1,206542,62444,4,Jan-18
Uvariopsis congensis,J11359,,13.3,206538,62441,4,Jan-18
Aphania senegalensis,J11360,,24.4,206541,62438,4,Jan-18
Celtis durandii,J11361,,26.5,206541,62447,5,Jan-18
Chaetacme aristata,J11362,,11.2,206535,62444,5,Jan-18
Teclea nobilis,J11363,,12.5,206545,62452,4,Jan-18
Bosquiea phoberos,J11364,,14.4,206541,62461,5,Jan-18
Teclea nobilis,J11365,,22,206538,62458,5,Jan-18
Teclea nobilis,J11366,,15.7,206540,62459,5,Jan-18
Celtis durandii,J11367,,25.7,206538,62457,5,Jan-18
Pancovia turbinata,J11368,,12.9,206535,62460,5,Jan-18
Ficus exasperata,J11369,,NA,206533,62460,4,Jan-18
Celtis africana,J11370,,28.5,206533,62453,4,Jan-18
Teclea nobilis,J11371,,17.8,206530,62454,4,Jan-18
Celtis durandii,J11372,170,30,206531,62453,4,Jan-18
Teclea nobilis,J11373,,15.5,206534,62459,4,Jan-18
Celtis durandii,J11374,,18.7,206529,62463,4,Jan-18
Teclea nobilis,J11375,,15,206532,62462,4,Jan-18
Funtumia,J11376,,18.5,206531,62467,4,Jan-18
Funtumia,J11377,,42.8,206535,62468,5,Jan-18
Celtis africana,J11378,,17,206537,62466,5,Jan-18
Bosquiea phoberos,J11379,,11.4,206535,62465,5,Jan-18
Rauvolfia vomitoria,J11380,,15.6,206542,62461,5,Jan-18
Funtumia,J11381,,37,206536,62467,3,Jan-18
Cassipourea ruwensorensis,J11382,,11.8,206535,62469,3,Jan-18
Teclea nobilis,J11383,,12,206538,62469,3,Jan-18
Leptonychia mildbraedii,J11384,,14.4,206541,62468,4,Jan-18
Leptonychia mildbraedii,J11385,,13.2,206541,62472,4,Jan-18
Mimusops bagshaweii,J11386,,31.5,206543,62470,4,Jan-18
Funtumia,J11387,,10,206542,62475,3,Jan-18
Aphania senegalensis,J11388,,10.4,206541,62481,4,Jan-18
Strombosia scheffleri,J11389,,25,206541,62481,3,Jan-18
Markhamia platycalyx,J11390,,51.8,206548,62481,3,Jan-18
Celtis durandii,J11391,,50.3,206548,62482,3,Jan-18
Strombosia scheffleri,J11392,,19.6,206552,62485,3,Jan-18
Chaetacme aristata,J11393,,12.3,206547,62483,5,Jan-18
Bosquiea phoberos,J11394,,11,206543,62486,3,Jan-18
Rauvolfia vomitoria,J11395,,13.4,206542,62491,3,Jan-18
Bosquiea phoberos,J11396,,11.8,206540,62489,3,Jan-18
Olea welwitschii,J11397,,24.4,206539,62488,3,Jan-18
Pancovia turbinata,J11398,,11,206543,62490,3,Jan-18
Markhamia platycalyx,J11399,,37.6,206551,62493,5,Jan-18
Strombosia scheffleri,J11400,,21,206549,62494,4,Jan-18
Markhamia platycalyx,J11401,,13.5,206554,62491,5,Jan-18
Funtumia,J11402,,38.3,206554,62493,5,Jan-18
Funtumia,J11403,,16.7,206551,62494,4,Jan-18
Mimusops bagshaweii,J11404,,37,206553,62495,4,Jan-18
Funtumia,J11405,,40,206548,62501,4,Jan-18
Celtis durandii,J11406,,28,206554,62500,4,Jan-18
Cordia abyssinica,J11407,,27.8,206556,62502,4,Jan-18
Uvariopsis congensis,J11408,,11.8,206555,62501,4,Jan-18
Uvariopsis congensis,J11409,,17.6,206553,62504,4,Jan-18
Uvariopsis congensis,J11410,,11.2,206554,62506,3,Jan-18
NA,J11411,,15.5,206558,62501,4,Jan-18
Markhamia platycalyx,J11412,,12,206561,62500,4,Jan-18
Teclea nobilis,J11413,,13.8,206554,62502,4,Jan-18
Strombosia scheffleri,J11414,,22.1,206567,62504,4,Jan-18
Markhamia platycalyx,J11415,,50,206557,62509,4,Jan-18
Teclea nobilis,J11416,,15.4,206554,62508,5,Jan-18
Funtumia,J11417,,24.6,206555,62510,5,Jan-18
Markhamia platycalyx,J11418,,NA,206557,62509,5,Jan-18
Funtumia,J11419,,NA,206557,62509,5,Jan-18
Markhamia platycalyx,J11420,,42.3,206572,62512,4,Jan-18
Uvariopsis congensis,J11421,,27.1,206574,62509,4,Jan-18
Markhamia platycalyx,J11422,,59,206570,62513,4,Jan-18
Markhamia platycalyx,J11423,,102,206578,62511,4,Jan-18
Apodytes dimodiata,J11424,598,37.9,206586,62518,4,Jan-18
Uvariopsis congensis,J11425,,10.7,206589,62518,3,Jan-18
NA,J11426,,43,206571,62523,3,Jan-18
Myrianthus arboreus,J11427,,17.8,206559,62511,3,Jan-18
Neoboutonia macrocalyx,J11428,,24.2,206549,62522,4,Jan-18
Neoboutonia macrocalyx,J11429,,18,206546,62514,5,Jan-18
Markhamia platycalyx,J11430,,NA,206540,62510,4,Jan-18
Cassipourea ruwensorensis,J11431,,11,206544,62498,3,Jan-18
NA,J11432,,17.6,206535,62505,4,Jan-18
Markhamia platycalyx,J11433,,29.6,206539,62506,4,Jan-18
Lovoa swynnertonii,J11434,,14.8,206533,62503,3,Jan-18
Markhamia platycalyx,J11435,,58.2,206533,62501,3,Jan-18
Celtis africana,J11436,,31.2,206532,62497,3,Jan-18
Bosquiea phoberos,J11010,,12,206496,62406,5,Feb-18
Celtis durandii,J11437,,21.7,206538,62496,4,Feb-18
Strombosia scheffleri,J11438,,23,206540,62493,4,Feb-18
Markhamia platycalyx,J11439,,35,206542,62490,4,Feb-18
Casearia runssorica,J11440,,53,206548,62488,4,Feb-18
Markhamia platycalyx,J11441,,20,206543,62484,4,Feb-18
Funtumia,J11442,,48.6,206537,62476,5,Feb-18
Markhamia platycalyx,J11443,,59.5,206539,62482,5,Feb-18
Teclea nobilis,J11444,,12.5,206540,62486,5,Feb-18
Aphania senegalensis,J11445,,16.4,206430,62492,5,Feb-18
Cordia abyssinica,J11446,,13.1,206532,62491,5,Feb-18
Rauvolfia vomitoria,J11447,,12.5,206529,62490,5,Feb-18
Aningeria altissima,J11448,,10.8,206527,62492,4,Feb-18
Markhamia platycalyx,J11449,,NA,206529,62484,5,Feb-18
Chaetacme aristata,J11450,,11.6,206539,62481,5,Feb-18
Markhamia platycalyx,J11451,,35,206536,62481,5,Feb-18
Markhamia platycalyx,J11452,,16.7,206534,62477,5,Feb-18
Teclea nobilis,J11453,,20,206532,62476,5,Feb-18
Funtumia,J11454,,37,206530,62477,5,Feb-18
Celtis durandii,J11455,,37.7,206531,62476,5,Feb-18
Uvariopsis congensis,J11456,,16,206526,62474,5,Feb-18
Strombosia scheffleri,J11457,,66.6,206516,62479,4,Feb-18
Uvariopsis congensis,J11458,,10.9,206520,62483,4,Feb-18
Uvariopsis congensis,J11459,,16.7,206517,62482,4,Feb-18
Aphania senegalensis,J11460,,10.3,206516,62486,4,Feb-18
Celtis durandii,J11461,,NA,206525,62484,4,Feb-18
Funtumia,J11462,,39,206525,62483,4,Feb-18
Mimusops bagshaweii,J11463,,11.4,206525,62485,4,Feb-18
Teclea nobilis,J11464,,14,206519,62484,4,Feb-18
Aningeria altissima,J11465,,11,206520,62485,4,Feb-18
Strombosia scheffleri,J11466,,22,206522,62489,4,Feb-18
Strombosia scheffleri,J11467,,28.4,206523,62492,4,Feb-18
Teclea nobilis,J11468,,10.8,206520,62495,5,Feb-18
Neoboutonia macrocalyx,J11469,,46,206518,62496,5,Feb-18
Milletia dura,J11470,,12.2,206519,62495,5,Feb-18
Funtumia,J11471,,30,206516,62497,5,Feb-18
Funtumia,J11472,,41.2,206506,62497,5,Feb-18
Milletia dura,J11473,,12.2,206505,62496,6,Feb-18
Celtis durandii,J11474,436/A8392,80.7,206498,62483,5,Feb-18
Bosquiea phoberos,J11475,,10.3,206502,62485,5,Feb-18
Teclea nobilis,J11476,,10.7,206497,62481,6,Feb-18
Chaetacme aristata,J11477,,10.7,206502,62479,5,Feb-18
Leptonychia mildbraedii,J11478,,10,206501,62480,5,Feb-18
Funtumia,J11479,,24.5,206511,62484,4,Feb-18
Celtis durandii,J11480,,31.9,206504,62483,4,Feb-18
Teclea nobilis,J11481,,10,206506,62473,5,Feb-18
Teclea nobilis,J11482,,13.8,206501,62472,4,Feb-18
Antiaris toxicaria,J11483,,11,206507,62470,4,Feb-18
Markhamia platycalyx,J11484,,NA,206510,62475,4,Feb-18
Celtis durandii,J11485,,12.3,206512,62471,4,Feb-18
Celtis durandii,J11486,433,38.1,206523,62465,5,Feb-18
Celtis durandii,J11487,435,55.7,206521,62460,4,Feb-18
Chaetacme aristata,J11488,,13.2,206516,62458,4,Feb-18
Funtumia,J11489,,NA,206516,62462,5,Feb-18
Strombosia scheffleri,J11490,,16.2,206513,62454,3,Feb-18
Aningeria altissima,J11491,,11.8,206510,62457,3,Feb-18
Strombosia scheffleri,J11492,,18.5,206506,62454,4,Feb-18
Celtis durandii,J11493,845,46.5,206511,62463,4,Feb-18
Milletia dura,J11494,,13.3,206505,62464,4,Feb-18
Strombosia scheffleri,J11495,,13.3,206495,62458,5,Feb-18
Funtumia,J11496,,28,206505,62467,5,Feb-18
Strombosia scheffleri,J11497,,18.1,206497,62458,5,Feb-18
Celtis durandii,J11498,844,NA,206496,62462,6,Feb-18
Strombosia scheffleri,J11499,,28.5,206490,62463,5,Feb-18
Markhamia platycalyx,J11500,,12.3,206490,62458,6,Feb-18
Uvariopsis congensis,J11501,,11.6,206494,62453,5,Feb-18
Blighia unijugata,J11502,41/89,NA,206500,62452,5,Feb-18
Beilschmiedia ugandensis,J11503,,10.4,206498,62449,3,Feb-18
Strombosia scheffleri,J11504,90,21,206498,62448,4,Feb-18
Strombosia scheffleri,J11505,91,27.4,206497,62449,4,Feb-18
Uvariopsis congensis,J11506,,10,206495,62452,4,Feb-18
Celtis durandii,J11507,96,29.1,206483,62449,3,Feb-18
Strombosia scheffleri,J11508,93,24.6,206490,62445,4,Feb-18
Neoboutonia macrocalyx,J11509,,46.8,206489,62435,5,Feb-18
Funtumia,J11510,92,15,206498,62437,4,Feb-18
Aningeria altissima,J11511,87,20.2,206507,62436,5,Feb-18
Celtis durandii,J11512,86,42,206507,62436,5,Feb-18
Aningeria altissima,J11513,85,17.8,206511,62436,5,Feb-18
Celtis durandii,J11514,84,31.5,206505,62440,5,Feb-18
Aningeria altissima,J11515,83,11.2,206508,62439,4,Feb-18
Strombosia scheffleri,J11516,,13,206509,62440,3,Feb-18
Strombosia scheffleri,J11517,88,34.5,206509,62445,4,Feb-18
Parinari excelsa,J11518,,11.3,206505,62450,4,Feb-18
Celtis durandii,J11519,,17.5,206511,62456,4,Feb-18
Strombosia scheffleri,J11520,,12.7,206515,62456,4,Feb-18
Celtis africana,J11521,,23.4,206518,62458,3,Feb-18
Strombosia scheffleri,J11522,,14.8,206514,62450,5,Feb-18
Funtumia,J11523,,42,206512,62453,5,Feb-18
Celtis durandii,J11524,,13,206513,62456,5,Feb-18
Strombosia scheffleri,J11525,,19.8,206509,62453,5,Feb-18
Celtis durandii,J11526,,15.3,206514,62458,5,Feb-18
Fagaropsis angolensis,J11527,,10.6,206510,62465,5,Feb-18
Funtumia,J11528,,13.3,206511,62463,4,Feb-18
Celtis durandii,J11529,,26.8,206511,62458,5,Feb-18
Teclea nobilis,J11530,,11.1,206513,62460,5,Feb-18
Celtis durandii,J11531,,17.7,206521,62459,5,Feb-18
Celtis durandii,J11532,,30.2,206512,62455,5,Feb-18
Funtumia,J11533,,33.2,206515,62458,4,Feb-18
Funtumia,J11534,,20,206525,62451,6,Feb-18
Celtis durandii,J11535,,22.2,206526,62449,6,Feb-18
Teclea nobilis,J11536,,14,206528,62449,6,Feb-18
Celtis durandii,J11537,168,35.5,206533,62441,4,Feb-18
Celtis durandii,J11538,,47.9,206527,62439,5,Feb-18
Aningeria altissima,J11539,,13.2,206527,62437,5,Feb-18
Strombosia scheffleri,J11540,,30.7,206526,62436,3,Feb-18
Markhamia platycalyx,J11541,,30.8,206526,62439,3,Feb-18
Strombosia scheffleri,J11542,,12.7,206529,62440,3,Feb-18
Teclea nobilis,J11543,,11.7,206535,62442,3,Feb-18
Bosquiea phoberos,J11544,,10.4,206540,62443,3,Feb-18
Markhamia platycalyx,J11545,,57.6,206534,62441,3,Feb-18
Strombosia scheffleri,J11546,,21.5,206532,62440,3,Feb-18
Aphania senegalensis,J11547,,13,206535,62437,4,Feb-18
Markhamia platycalyx,J11548,,80.7,206536,62433,3,Feb-18
Antiaris toxicaria,J11549,,11.7,206540,62429,3,Feb-18
Funtumia,J11550,,52.8,206532,62430,3,Feb-18
Milletia dura,J11551,,14.7,206530,62428,3,Feb-18
Markhamia platycalyx,J11552,70,33.4,206531,62427,3,Feb-18
Celtis durandii,J11553,,53.7,206515,62438,5,Feb-18
Strombosia scheffleri,J11554,,19,206513,62433,6,Feb-18
Celtis africana,J11555,,14.8,206513,62441,5,Feb-18
Celtis durandii,J11556,,33,206510,62441,5,Feb-18
Bosquiea phoberos,J11557,,22.3,206511,62443,5,Feb-18
Mimusops bagshaweii,J11558,79,12.5,206524,62441,7,Feb-18
Strombosia scheffleri,J11559,78,NA,206510,62440,5,Feb-18
Milletia dura,J11560,,15.1,206513,62433,5,Feb-18
Celtis africana,J11561,77,18,206513,62436,5,Feb-18
Celtis durandii,J11562,81,37.5,206498,62424,6,Feb-18
Milletia dura,J11563,82,12,206496,62428,4,Feb-18
Myrianthus arboreus,J11564,,29.8,206490,62428,3,Feb-18
Celtis durandii,J11565,933,60,206486,62423,3,Feb-18
Celtis durandii,J11566,,40.2,206484,62420,7,Feb-18
Funtumia,J11567,,33.8,206493,62421,4,Feb-18
Markhamia platycalyx,J11568,,33.3,206499,62418,5,Feb-18
Markhamia platycalyx,J11569,,96.2,206501,62423,4,Feb-18
Aningeria altissima,J11570,,10.5,206502,62428,4,Feb-18
Neoboutonia macrocalyx,J11571,,10.1,206509,62430,4,Feb-18
Myrianthus arboreus,J11572,73,18.4,206522,62429,4,Feb-18
Celtis durandii,J11573,71/157,78.3,206520,62429,3,Feb-18
Strombosia scheffleri,J11574,72,29.5,206522,62425,4,Feb-18
Rauvolfia vomitoria,J11575,74,37.9,206518,62423,4,Feb-18
Ficus exasperata,J11576,69,90.2,206528,62413,4,Feb-18
Bosquiea phoberos,J11577,67,10.9,206533,62415,4,Feb-18
Markhamia platycalyx,J11578,68,14.7,206530,62414,4,Feb-18
Ficus exasperata,J11579,,10.6,206526,62407,4,Feb-18
Markhamia platycalyx,J11580,,18.5,206520,62417,4,Feb-18
Markhamia platycalyx,J11581,,12.1,206520,62413,3,Feb-18
Funtumia,J11582,,13.4,206514,62407,5,Feb-18
Neoboutonia macrocalyx,J11583,,42.1,206511,62411,6,Feb-18
Milletia dura,J11584,,15.9,206515,62406,5,Feb-18
Markhamia platycalyx,J11585,,47.8,206515,62406,6,Feb-18
Lindakeria,J11586,,11.6,206521,62390,4,Feb-18
Celtis durandii,J11587,,20.6,206520,62393,5,Feb-18
Myrianthus arboreus,J11588,,14.4,206520,62396,5,Feb-18
Markhamia platycalyx,J11589,,58.3,206509,62388,5,Feb-18
Strombosia scheffleri,J11590,,20.1,206508,62400,5,Feb-18
Markhamia platycalyx,J11591,,17.7,206523,62399,4,Feb-18
Celtis durandii,J11592,,24.2,206524,62397,3,Feb-18
Celtis durandii,J11593,,40,206511,62390,5,Feb-18
Markhamia platycalyx,J11594,,82.1,206503,62394,4,Feb-18
Strombosia scheffleri,J11595,,18.3,206509,62397,5,Feb-18
Uvariopsis congensis,J11596,,26.6,206506,62398,4,Feb-18
Cordia abyssinica,J11597,,NA,206503,62397,4,Feb-18
Uvariopsis congensis,J11598,,46.6,206503,62403,4,Feb-18
Teclea nobilis,J11599,,14,206511,62405,7,Feb-18
Markhamia platycalyx,J11600,,16.1,206511,62383,5,Feb-18
Celtis durandii,J11601,403,68,206505,62409,4,Feb-18
Uvariopsis congensis,J11602,,14.1,206511,62402,3,Feb-18
Markhamia platycalyx,J11603,,15.3,206499,62397,4,Feb-18
Strombosia scheffleri,J11604,,NA,206495,62398,5,Feb-18
Bosquiea phoberos,J11605,,15.3,206493,62398,5,Feb-18
Uvariopsis congensis,J11606,,12,206499,62402,5,Feb-18
Monodora myristica,J11607,1745,84.9,206488,62405,5,Feb-18
Markhamia platycalyx,J11608,,17.1,206492,62405,5,Feb-18
Strombosia scheffleri,J11609,,15.8,206480,62406,4,Feb-18
Strombosia scheffleri,J11611,,35.8,206490,62416,4,Feb-18
Celtis durandii,J11612,,24.8,206482,62410,6,Feb-18
Leptonychia mildbraedii,J11613,,18.4,206476,62408,5,Feb-18
Uvariopsis congensis,J11614,,14.1,206473,62408,5,Feb-18
Ficus exasperata,J11615,979,NA,206476,62416,4,Feb-18
Markhamia platycalyx,J11616,,51.5,206478,62408,4,Feb-18
Leptonychia mildbraedii,J11617,,11.5,206474,62403,5,Feb-18
Markhamia platycalyx,J11618,,33,206472,62397,7,Feb-18
Markhamia platycalyx,J11619,,24.6,206471,62397,5,Feb-18
Chaetacme aristata,J11620,,19.4,206468,62402,5,Feb-18
Leptonychia mildbraedii,J11621,,14.8,206464,62401,5,Feb-18
Chaetacme aristata,J11622,,17.5,206462,62395,4,Feb-18
Markhamia mildbraedii,J11623,,22.6,206465,62395,4,Feb-18
Funtumia,J11624,,32.8,206468,62391,4,Feb-18
Celtis durandii,J11625,,36,206469,62405,3,Feb-18
Leptonychia mildbraedii,J11626,,12,206470,62406,3,Feb-18
Markhamia platycalyx,J11627,,29.3,206470,62407,3,Feb-18
Leptonychia mildbraedii,J11628,,14.1,206471,62402,3,Feb-18
Bosquiea phoberos,J11629,,11.4,206468,62395,3,Feb-18
Markhamia platycalyx,J11630,,35.2,206470,62394,3,Feb-18
Celtis africana,J11631,,30.8,206470,62394,3,Feb-18
Celtis durandii,J11632,,36.4,206473,62393,3,Feb-18
Leptonychia mildbraedii,J11633,,15.6,206477,62402,3,Feb-18
Olea welwitschii,J11634,,57.7,206474,62404,3,Feb-18
Myrianthus,J11635,,27.9,206476,62402,3,Feb-18
Bosquiea phoberos,J11636,,11.1,206475,62402,4,Feb-18
Uvariopsis congensis,J11637,,22.3,206477,62404,3,Feb-18
Teclea nobilis,J11638,,10,206479,62401,3,Feb-18
Markhamia platycalyx,J11639,,24.5,206478,62399,3,Feb-18
Teclea nobilis,J11640,,11.1,206484,62398,3,Feb-18
Celtis africana,J11641,,62.5,206487,62402,3,Feb-18
Celtis durandii,J11642,,61.2,206491,62401,3,Feb-18
Strombosia scheffleri,J11643,,12.6,206490,62392,4,Feb-18
Uvariopsis congensis,J11644,,18.2,206487,62389,4,Feb-18
Uvariopsis congensis,J11645,400,21.8,206485,62390,4,Feb-18
Funtumia,J11646,,24.4,206491,62392,4,Feb-18
Teclea nobilis,J11647,,25.4,206501,62396,4,Feb-18
Uvariopsis congensis,J11648,,26.9,206495,62393,3,Feb-18
Uvariopsis congensis,J11649,,18.1,206486,62389,7,Feb-18
Funtumia,J11650,,20.3,206487,62390,7,Feb-18
Leptonychia mildbraedii,J11651,,14.3,206480,62386,4,Feb-18
Funtumia,J11652,,12.4,206482,62381,5,Feb-18
Celtis durandii,J11653,,31.3,206477,62382,4,Feb-18
Mimusops bagshaweii,J11654,,122.9,206475,62389,4,Feb-18
Bosquiea phoberos,J11655,,16,206482,62377,5,Feb-18
Leptonychia mildbraedii,J11656,,10.4,206484,62377,4,Feb-18
Celtis durandii,J11657,3098,39.7,206490,62387,5,Feb-18
Funtumia,J11658,,29,206500,62384,4,Feb-18
Leptonychia mildbraedii,J11659,,15.1,206509,62380,4,Feb-18
Strombosia scheffleri,J11660,,17,206497,62383,4,Feb-18
Celtis durandii,J11661,,46,206496,62381,4,Feb-18
Markhamia platycalyx,J11662,,12.6,206491,62372,5,Feb-18
Bosquiea phoberos,J11663,,17,206492,62367,4,Feb-18
Funtumia,J11664,,NA,206493,62372,4,Feb-18
Funtumia,J11665,,12.6,206495,62374,4,Feb-18
Bosquiea phoberos,J11666,6891,19.2,206489,62377,3,Feb-18
Funtumia,J11667,,19.5,206489,62376,3,Feb-18
Bosquiea phoberos,J11667,,21.9,206482,62381,3,Feb-18
Funtumia,J11668,,44.8,206481,62380,3,Feb-18
Bosquiea phoberos,J11670,,13.8,206481,62379,3,Feb-18
Premna angolensis,J11671,,19.7,206485,62378,4,Feb-18
Funtumia,J11672,,38,206479,62379,3,Feb-18
Bosquiea phoberos,J11673,,10.1,206475,62379,3,Feb-18
Markhamia platycalyx,J11674,,12.2,206476,62375,3,Feb-18
Leptonychia mildbraedii,J11675,,14.5,206477,62376,3,Feb-18
Celtis durandii,J11676,589,57.8,206478,62376,3,Feb-18
Celtis durandii,J11677,,NA,206480,62383,4,Feb-18
Bosquiea phoberos,J11678,,24.8,206481,62387,4,Feb-18
Funtumia,J11679,,20.8,206379,62387,4,Feb-18
Celtis africana,J11680,,22,206479,62392,4,Feb-18
Markhamia platycalyx,J11681,,28,206477,62388,4,Feb-18
Bosquiea phoberos,J11682,,11.2,206468,62384,5,Feb-18
Celtis africana,J11683,,11.4,206372,62384,5,Feb-18
Strombosia scheffleri,J11684,,16.2,206469,62384,4,Feb-18
Celtis durandii,J11685,,13.2,206466,62379,4,Feb-18
Funtumia,J11686,,50.2,206471,62384,5,Feb-18
Leptonychia mildbraedii,J11687,,42.7,206465,62383,5,Feb-18
Funtumia,J11688,,48,206462,62386,4,Feb-18
Leptonychia mildbraedii,J11689,,16.7,206461,62383,5,Feb-18
Bosquiea phoberos,J11690,6864,15.6,206462,62387,5,Feb-18
Uvariopsis congensis,J11691,731,29.3,206454,62393,7,Feb-18
Markhamia platycalyx,J11692,,31.9,206455,62393,7,Feb-18
Uvariopsis congensis,J11693,,13.2,206449,62397,6,Feb-18
Bosquiea phoberos,J11694,,12.3,206448,62399,5,Feb-18
Funtumia,J11695,,42.5,206454,62400,5,Feb-18
Bosquiea phoberos,J11696,,11,206452,62400,5,Feb-18
Bosquiea phoberos,J11697,,11.8,206451,62403,5,Feb-18
Strombosia scheffleri,J11698,,20.1,206447,62407,5,Feb-18
Markhamia platycalyx,J11699,,60.5,206451,62408,5,Feb-18
Celtis durandii,J11700,,23.7,206446,62410,6,Feb-18
Funtumia,J11701,,32.5,206458,62402,5,Feb-18
Uvariopsis congensis,J11702,,17.5,206461,62403,5,Feb-18
Celtis durandii,J11703,,37.3,206463,62401,5,Feb-18
Diospyros abyssinica,J11704,,34.7,206469,62496,6,Feb-18
Aningeria altissima,J11705,,12.5,206469,62417,5,Feb-18
Leptonychia mildbraedii,J11706,,21.1,206467,62417,4,Feb-18
Strombosia scheffleri,J11707,,20.3,206465,62418,3,Feb-18
Bosquiea phoberos,J11707,,25.5,206428,62458,4,Feb-18
Funtumia,J11708,,17.5,206469,62420,3,Feb-18
Markhamia platycalyx,J11709,,16.5,206467,62425,3,Feb-18
Celtis durandii,J11710,748,64,206460,62421,5,Feb-18
Celtis africana,J11711,,10.2,206463,62421,5,Feb-18
Bosquiea phoberos,J11712,,22,206456,62427,5,Feb-18
Markhamia platycalyx,J11713,,20,206456,62427,4,Feb-18
